match_id,stage_label,title,team_a,team_b,score,goals_a,goals_b,prob_scoreline,expected_points_8_5_3,exact_prob,difference_prob,result_prob,risk_adjusted_points,ensemble_adjusted_points,competitive_adjusted_points,public_score_popularity_index,differential_value_index,plausibility_index,rank_by_probability,rank_by_expected_points,selected_by_model,selected_by_penca,model_modal_score,model_modal_prob,penca_score,penca_expected_points,tail_7plus_or_other_prob
,Grupo C,United States vs Paraguay,United States,Paraguay,3-5,3,5,0.0007774212607333811,1.1256148198759577,0.0007774212607333811,0.09204026424626166,0.31306734253374474,0.9537698955512568,0.8031250713690048,0.8554788077269708,0.0,0.18697762984987848,0.48,33,38,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,3-6,3,6,0.0002043908240833246,1.009977982159703,0.0002043908240833246,0.03508139104310941,0.31306734253374474,0.8358810457262479,0.701166327894746,0.751165246566102,0.0,0.17856756668341428,0.48,43,43,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,4-0,4,0,0.009361665144257549,1.2151827822106178,0.009361665144257549,0.012637991601054268,0.38727393452524556,1.031943148442825,0.885023602305489,0.9516849520516323,0.0,0.23807624909336855,0.48,18,30,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,4-1,4,1,0.01049107799334463,1.2783646479530162,0.01049107799334463,0.04253480519862281,0.38727393452524556,1.0962714986745885,0.9568956965295657,1.0268949537560628,0.0,0.24999734723748926,0.6345650291789736,16,27,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,4-2,4,2,0.0069629167843221745,1.40697206694774,0.0069629167843221745,0.11213075650951838,0.38727393452524556,1.2421087063063991,1.054485575527709,1.1172792119677626,0.0,0.22426298728590577,0.532263320313437,21,18,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,4-3,4,3,0.0031909274416042923,1.6023938736437289,0.0031909274416042923,0.2154996438715896,0.38727393452524556,1.4686387629812347,1.249476397636034,1.3139925351365358,0.0,0.23041477678750655,0.48,23,7,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,4-4,4,4,0.0010193806410718994,1.5013517566282626,0.0010193806410718994,0.29965872294100937,0.29965872294100937,1.3725300162068352,1.2032020562837844,1.2712386570572394,0.0,0.24298785990519609,0.48,31,13,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,4-5,4,5,0.00026974451206559125,1.28100293346229,0.00026974451206559125,0.17049583616242953,0.31306734253374474,1.1224582551710733,0.9437135202422091,0.9991964821061128,0.0,0.19815343522822754,0.48,41,25,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,4-6,4,6,7.472222231562683e-05,1.1235067227607045,7.472222231562683e-05,0.09204026424626166,0.31306734253374474,0.9528312490136688,0.8010999099532682,0.8533272715906717,0.0,0.18652629156215533,0.48,46,39,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,5-0,5,0,0.002562279578523452,1.1762317676447265,0.002562279578523452,0.0033615626667097133,0.38727393452524556,1.0050640695611293,0.7651599314484722,0.8176106399163826,0.0,0.18732395881396596,0.48,27,34,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,5-1,5,1,0.0027750229497828472,1.1954228556271937,0.0027750229497828472,0.012637991601054268,0.38727393452524556,1.0241648879113667,0.8507101337172935,0.9065434679574916,0.0,0.1994047651435645,0.5368868823281621,24,32,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,5-2,5,2,0.0018634441992629034,1.252481746570771,0.0018634441992629034,0.04253480519862281,0.38727393452524556,1.084952936381583,0.8935851926724884,0.9462728417901239,0.0,0.1881701754201269,0.48,29,28,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,5-3,5,3,0.0008955313205379619,1.3887699105563873,0.0008955313205379619,0.11213075650951838,0.38727393452524556,1.2328700741776502,1.0172715333125473,1.0725626820055045,0.0,0.19746838818913265,0.48,32,19,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,5-4,5,4,0.00033582414751618257,1.5938285637614644,0.00033582414751618257,0.2154996438715896,0.38727393452524556,1.4636568020914174,1.2248023258105925,1.2859858003419382,0.0,0.21851240904052022,0.48,40,9,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,5-5,5,5,9.38526054827484e-05,1.4985751725214953,9.38526054827484e-05,0.29965872294100937,0.29965872294100937,1.3708426844359412,1.1910171465653703,1.257140549572228,0.0,0.23615501073877818,0.48,44,14,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,5-6,5,6,2.2821955216184207e-05,1.2802621657917417,2.2821955216184207e-05,0.17049583616242953,0.31306734253374474,1.122069384910845,0.9426955717055543,0.9981001967326835,0.0,0.1978736608111756,0.48,48,26,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,6-0,6,0,0.0006502678507748247,1.1654515592242458,0.0006502678507748247,0.0008394760480923415,0.38727393452524556,0.9979468298944514,0.7511297893444339,0.802531261604948,0.0,0.18357668664469348,0.48,36,36,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,6-1,6,1,0.0006824634933259376,1.1705923193891339,0.0006824634933259376,0.0033615626667097133,0.38727393452524556,1.0030490761327362,0.8237027979580658,0.8748949273436571,0.0,0.18282903351996913,0.48,35,35,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,6-2,6,2,0.00044626757974324893,1.188436589517075,0.00044626757974324893,0.012637991601054268,0.38727393452524556,1.0215519353252176,0.8360283614937044,0.887279091687379,0.0,0.18303832212026605,0.48,38,33,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,6-3,6,3,0.00021879401480557305,1.2475477960173988,0.00021879401480557305,0.04253480519862281,0.38727393452524556,1.0828864173421557,0.8888055315236527,0.9411979639716523,0.0,0.1871158301714273,0.48,42,29,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,6-4,6,4,8.692043484425648e-05,1.3863440778993064,8.692043484425648e-05,0.11213075650951838,0.38727393452524556,1.2316596679401803,1.0148725668271614,1.0700177334141103,0.0,0.19694702352481747,0.48,45,20,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,6-5,6,5,2.8575730514477275e-05,1.5929068185104593,2.8575730514477275e-05,0.2154996438715896,0.38727393452524556,1.4631230772416592,1.223494621771533,1.2845804066619824,0.0,0.2181635174658906,0.48,47,10,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,6-6,6,6,7.415111671132488e-06,1.4983158600400603,7.415111671132488e-06,0.29965872294100937,0.29965872294100937,1.3706852779474552,1.1872958450199023,1.252733571635342,0.0,0.2337061664837138,0.48,49,15,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo C,United States vs Paraguay,United States,Paraguay,7+ / otro,,,0.0013545267563036534,,,,,,,,,,,,,False,False,1-1,0.13279066226400987,1-0,1.9204643248225997,0.0013545267563036534
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,0-0,0,0,0.09151207451314852,0.9095953045659888,0.09151207451314852,0.12701181620530866,0.12701181620530866,0.5924122114469655,0.8260699925890708,0.9396715948633988,0.0,0.40572000812259995,0.9679938363659308,5,22,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,0-1,0,1,0.1632295426986221,3.406976429195764,0.1632295426986221,0.1956594053539475,0.841989663464001,3.333569359912458,3.4523982035916294,3.636418670699709,0.0,0.6572159539574279,0.9692349364841323,3,3,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,0-2,0,2,0.1994306980508237,3.579031488349334,0.1994306980508237,0.22738520190243014,0.841989663464001,3.5010663378089957,3.966723495841259,4.203078136220208,0.0,0.8441237156391037,0.9672783473875702,1,1,True,True,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,0-3,0,3,0.1768411104083963,3.445081221812793,0.1768411104083963,0.1942944500978006,0.841989663464001,3.3612817036498654,3.94920686261478,4.184114139787601,0.0,0.8389545613315046,0.9685450987501909,2,2,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,0-4,0,4,0.11186947341716677,3.103563867633654,0.11186947341716677,0.12099322849507545,0.841989663464001,3.027912882478014,3.181498252812576,3.3472272176362594,0.0,0.5918891600845827,0.6328915452508631,4,4,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,0-5,0,5,0.056794644708342654,2.818246345287225,0.056794644708342654,0.060946710385096824,0.841989663464001,2.7688386647121686,2.5157141603757345,2.6264771949406294,0.0,0.3955822663031953,0.5168007269773474,6,17,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,0-6,0,6,0.024898046991733747,2.653865048003181,0.024898046991733747,0.026600958317988487,0.841989663464001,2.6328189790193752,2.2780384016621595,2.373456413366541,0.0,0.3407786132299346,0.48,10,21,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,1-0,1,0,0.020021498166591958,0.20541174735613146,0.020021498166591958,0.026175845932141856,0.030998520330690622,0.015751284851181012,0.3107583164371974,0.4240179886837488,0.0,0.40449882945196913,0.9842300303552542,11,29,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,1-1,1,1,0.03090024835114133,0.7277598260799673,0.03090024835114133,0.12701181620530866,0.12701181620530866,0.4952001977100754,0.6340460257160738,0.7505236800388321,0.0,0.41599162258127953,0.974179762151686,7,23,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,1-2,1,2,0.029562453160183525,3.0059751605804483,0.029562453160183525,0.1956594053539475,0.841989663464001,3.0508677882433073,2.930384987974938,3.1031828688802197,0.0,0.6171352889474353,0.9778825751497876,8,6,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,1-3,1,3,0.026037839214425228,3.058852911840139,0.026037839214425228,0.22738520190243014,0.841989663464001,3.123316988468469,2.9098290701253693,3.068988797045629,0.0,0.5684275961437845,0.9776898406016541,9,5,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,1-4,1,4,0.016436106541297884,2.963866210211498,0.016436106541297884,0.1942944500978006,0.841989663464001,3.0233206187426633,2.5301333411461155,2.6343395992343805,0.0,0.37216520745809,0.6579351327746668,12,10,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,1-5,1,5,0.008643376345148819,2.7938855764176003,0.008643376345148819,0.12099322849507545,0.841989663464001,2.8316660622111565,2.255652639127819,2.3379465839087934,0.0,0.2939069456463364,0.5601015752004196,13,18,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,1-6,1,6,0.003944890266603268,2.6596970819620065,0.003944890266603268,0.060946710385096824,0.841989663464001,2.682843077543919,2.079403735021386,2.148814425357127,0.0,0.24789532262764621,0.48,16,20,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,2-0,2,0,0.0029854526662988212,0.10988765724751393,0.0029854526662988212,0.003967869128272794,0.030998520330690622,9.318401250436523e-05,0.15552775365772942,0.2573498400577521,0.0,0.3636503085715094,0.7512045605476994,17,35,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,2-1,2,1,0.0052762780308806,0.16117608694899738,0.0052762780308806,0.026175845932141856,0.030998520330690622,0.01862451231406622,0.2350385184042249,0.3499738237254462,0.0,0.410483233290076,0.9876736625094954,14,30,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,2-2,2,2,0.004136483933309542,0.6474685328264719,0.004136483933309542,0.12701181620530866,0.12701181620530866,0.4606824456750969,0.658570747360801,0.7739201432393725,0.0,0.41196212813775546,0.9775257812466068,15,24,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,2-3,2,3,0.00264397753139175,2.925219733694073,0.00264397753139175,0.1956594053539475,0.841989663464001,3.0023991526482625,2.520336525753009,2.6305263756277264,0.0,0.39353517812399075,0.7791609764693832,18,11,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,2-4,2,4,0.0017860643224455403,2.9860975871642,0.0017860643224455403,0.22738520190243014,0.841989663464001,3.078719679982532,2.5847307418469647,2.682437979347237,0.0,0.34895441964382956,0.5586664308758309,19,7,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,2-5,2,5,0.0009549916874262758,2.917422865649883,0.0009549916874262758,0.1942944500978006,0.841989663464001,2.9961854468629934,2.463576333454311,2.54844061165688,0.0,0.3030867078663172,0.48,20,13,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,2-6,2,6,0.00045281515469550534,2.7693138928462404,0.00045281515469550534,0.12099322849507545,0.841989663464001,2.818863675447896,2.255969591069418,2.3310330321775057,0.0,0.26808371824316907,0.48,24,19,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,3-0,3,0,0.000546322065892551,0.09605347385089726,0.000546322065892551,0.0007094733305738627,0.030998520330690622,0.005313064835651828,0.023846192742279435,0.09219253086910918,0.0,0.24409406473867765,0.5727641322785586,23,40,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,3-1,3,1,0.0008395383045206743,0.10344991416217948,0.0008395383045206743,0.003967869128272794,0.030998520330690622,0.005302256014004952,0.08965431926041595,0.17971529556376653,0.0,0.32164634394053776,0.992055935919544,21,36,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,3-2,3,2,0.0007812382534845303,0.14769096761680914,0.0007812382534845303,0.026175845932141856,0.030998520330690622,0.022472015372882036,0.1021951008421701,0.17683779090723778,0.0,0.26658103594667026,0.867858922827605,22,31,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,3-3,3,3,0.00042113876781641325,0.6363224973299926,0.00042113876781641325,0.12701181620530866,0.12701181620530866,0.45649619006252307,0.44019830972330437,0.5020324439287629,0.0,0.22083619359092344,0.6769527928434373,25,25,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,3-4,3,4,0.0002058543755658877,2.9179053642265953,0.0002058543755658877,0.1956594053539475,0.841989663464001,2.9982408425284266,2.418399006933671,2.4966775395895566,0.0,0.2795661880567346,0.48,26,12,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,3-5,3,5,0.0001211710601160916,2.9811029073772115,0.0001211710601160916,0.22738520190243014,0.841989663464001,3.075786672271173,2.5437730295898535,2.631085659080813,0.0,0.31183081961057046,0.48,29,8,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,3-6,3,6,5.805407824709664e-05,2.9147320528223455,5.805407824709664e-05,0.1942944500978006,0.841989663464001,2.9946641924144934,2.4430524428044156,2.5249191270773013,0.0,0.2923810152603052,0.48,32,16,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,4-0,4,0,9.635823974374478e-05,0.0935294377289394,9.635823974374478e-05,0.00012240100881814972,0.030998520330690622,0.00680814008795781,-0.05695260078799735,-0.011720006490288232,0.0,0.1615449796346754,0.48,30,44,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,4-1,4,1,0.0001404516322363678,0.0948358625499287,0.0001404516322363678,0.0007094733305738627,0.030998520330690622,0.0066817414816515396,-0.018119172608867633,0.036470222883411785,0.0,0.19496212675814076,0.6718714441723965,27,41,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,4-2,4,2,0.00012747182036824256,0.1013137147097222,0.00012747182036824256,0.003967869128272794,0.030998520330690622,0.007319962983130656,0.06666161216408265,0.12309996901087134,0.0,0.20156556016710245,0.5712778398071404,28,37,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,4-3,4,3,8.81032651389182e-05,0.14561156265177233,8.81032651389182e-05,0.026175845932141856,0.030998520330690622,0.023248824214914886,0.05345825698326179,0.09548237694265593,0.0,0.15008614271212195,0.48,31,32,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,4-4,4,4,3.850743417327475e-05,0.6351746033290631,3.850743417327475e-05,0.12701181620530866,0.12701181620530866,0.4560750014724785,0.42894991304469543,0.47734770019999995,0.0,0.17284923984037334,0.48,33,26,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,4-5,4,5,1.6285273528433628e-05,2.917336656920483,1.6285273528433628e-05,0.1956594053539475,0.841989663464001,2.99791936127498,2.4117131407460537,2.4889653753827905,0.0,0.2759008379883458,0.48,36,14,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,4-6,4,6,8.778527128417916e-06,2.9807657297782484,8.778527128417916e-06,0.22738520190243014,0.841989663464001,3.0755893359013076,2.5325471946171385,2.6180499325343076,0.0,0.3053669211327467,0.48,39,9,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,5-0,5,0,1.5626787914508492e-05,0.09308150949324592,1.5626787914508492e-05,1.9534068715268538e-05,0.030998520330690622,0.007098762974994952,-0.09158494396704933,-0.04950020458472741,0.0,0.1503026406511497,0.48,37,47,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,5-1,5,1,2.2635854162396367e-05,0.09330827057219535,2.2635854162396367e-05,0.00012240100881814972,0.030998520330690622,0.0070737379682302825,-0.025385142799555872,0.021440807065155783,0.0,0.16723553523111304,0.5720418052169537,34,45,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,5-2,5,2,2.0389039494782005e-05,0.09447567477170395,2.0389039494782005e-05,0.0007094733305738627,0.030998520330690622,0.007100118946714858,0.03976606760835599,0.08560623266380868,0.0,0.1637148751980453,0.48,35,42,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,5-3,5,3,1.408840721552804e-05,0.10097356447026404,1.408840721552804e-05,0.003967869128272794,0.030998520330690622,0.007656711356809561,0.05036731298503232,0.09762200677502007,0.0,0.16876676353567055,0.48,38,38,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,5-4,5,4,8.059918234855763e-06,0.14537143261106017,8.059918234855763e-06,0.026175845932141856,0.030998520330690622,0.02334213891955749,0.05325232773324598,0.09526748139101032,0.0,0.15005412020630124,0.48,40,33,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,5-5,5,5,3.1260025553841124e-06,0.6350684590342094,3.1260025553841124e-06,0.12701181620530866,0.12701181620530866,0.4560361509005122,0.4288539689477194,0.4772474484609118,0.0,0.17283385540425872,0.48,42,27,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,5-6,5,6,1.206846369106151e-06,2.917291421639005,1.206846369106151e-06,0.1956594053539475,0.841989663464001,2.9978938020046026,2.411650269490487,2.488899260374866,0.0,0.2758892531584965,0.48,47,15,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,6-0,6,0,2.3669413471994245e-06,0.0930085034847083,2.3669413471994245e-06,2.9208342974157626e-06,0.030998520330690622,0.007147173134605206,-0.09282218810492004,-0.05115630315265939,0.0,0.14880673197235947,0.48,44,49,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,6-1,6,1,3.42377474218927e-06,0.09304490045372897,3.42377474218927e-06,1.9534068715268538e-05,0.030998520330690622,0.0071432535330701015,-0.027074543298432556,0.014067579898720532,0.0,0.14693615427554674,0.48,41,48,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,6-2,6,2,3.0788684824379966e-06,0.09324959961515547,3.0788684824379966e-06,0.00012240100881814972,0.030998520330690622,0.007144621581923067,0.019477732642703735,0.060716307985200446,0.0,0.14728062622320254,0.48,43,46,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,6-3,6,3,2.123482995277229e-06,0.09442087810220544,2.123482995277229e-06,0.0007094733305738627,0.030998520330690622,0.007164328331832778,0.031478114590404005,0.07536346158172615,0.0,0.15673338211186477,0.48,45,43,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,6-4,6,4,1.2222964819101422e-06,0.10093496613806319,1.2222964819101422e-06,0.003967869128272794,0.030998520330690622,0.0076952049028286805,0.042791742457267024,0.08825941222525288,0.0,0.1623845348856638,0.48,46,39,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,6-5,6,5,6.23591552943352e-07,0.1453491236310144,6.23591552943352e-07,0.026175845932141856,0.030998520330690622,0.023350846966495774,0.053233196414833345,0.09524751723620448,0.0,0.15005114579061118,0.48,48,34,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,6-6,6,6,2.2230045755055184e-07,0.635059747927916,2.2230045755055184e-07,0.12701181620530866,0.12701181620530866,0.4560329632161844,0.4288460950084206,0.4772392210028715,0.0,0.17283259283732483,0.48,49,28,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo B,Qatar vs Switzerland,Qatar,Switzerland,7+ / otro,,,0.01805446662995913,,,,,,,,,,,,,False,False,0-2,0.1994306980508237,0-2,3.579031488349334,0.01805446662995913
,Grupo D,Brazil vs Morocco,Brazil,Morocco,0-0,0,0,0.11009141770114063,1.461501293668233,0.11009141770114063,0.2262454081129622,0.2262454081129622,1.1732800330428905,1.4894932891501145,1.6354291998110468,0.0,0.5211996809319012,0.963219707724221,3,22,False,False,1-0,0.1552642456204126,1-0,2.9241620935147132,0.005892684975497886
,Grupo D,Brazil vs Morocco,Brazil,Morocco,0-1,0,1,0.05434375259345176,0.6764346168805896,0.05434375259345176,0.08627740923658653,0.11361618020902038,0.4023273702796257,0.8688650787533289,1.0115293011700233,0.0,0.5095150800596229,0.9734718217749394,7,29,False,False,1-0,0.1552642456204126,1-0,2.9241620935147132,0.005892684975497886
,Grupo D,Brazil vs Morocco,Brazil,Morocco,0-2,0,2,0.015693503907491742,0.43191422625777,0.015693503907491742,0.021992586954116804,0.11361618020902038,0.23422285454761463,0.5020691102471867,0.6162970755469738,0.0,0.407957018927811,0.7423472055825809,14,35,False,False,1-0,0.1552642456204126,1-0,2.9241620935147132,0.005892684975497886
,Grupo D,Brazil vs Morocco,Brazil,Morocco,0-3,0,3,0.0033393064568314223,0.3596921107928044,0.0033393064568314223,0.004412825397624475,0.11361618020902038,0.20291465308549134,0.2983694351584355,0.37571434933760356,0.0,0.2762318363541716,0.5662375379723754,22,40,False,False,1-0,0.1552642456204126,1-0,2.9241620935147132,0.005892684975497886
,Grupo D,Brazil vs Morocco,Brazil,Morocco,0-4,0,4,0.0005986371470258774,0.3441789493621408,0.0005986371470258774,0.0007672486470009946,0.11361618020902038,0.19863058078114657,0.1908911866454273,0.2441982866759518,0.0,0.19038250010901603,0.48,30,44,False,False,1-0,0.1552642456204126,1-0,2.9241620935147132,0.005892684975497886
,Grupo D,Brazil vs Morocco,Brazil,Morocco,0-5,0,5,0.00010717484848081241,0.3414420968964737,0.00010717484848081241,0.0001360158619850759,0.11361618020902038,0.19801364949311487,0.13061140468261462,0.17475977725480718,0.0,0.15767275918640203,0.48,37,47,False,False,1-0,0.1552642456204126,1-0,2.9241620935147132,0.005892684975497886
,Grupo D,Brazil vs Morocco,Brazil,Morocco,0-6,0,6,1.9515624543490487e-05,0.3409563279622141,1.9515624543490487e-05,2.4620230761220264e-05,0.11361618020902038,0.19790935422450123,0.12894066682950345,0.17265507664068303,0.0,0.15612289218278425,0.48,44,49,False,False,1-0,0.1552642456204126,1-0,2.9241620935147132,0.005892684975497886
