match_id,stage_label,title,team_a,team_b,score,goals_a,goals_b,prob_scoreline,expected_points_8_5_3,exact_prob,difference_prob,result_prob,risk_adjusted_points,ensemble_adjusted_points,competitive_adjusted_points,public_score_popularity_index,differential_value_index,plausibility_index,rank_by_probability,rank_by_expected_points,selected_by_model,selected_by_penca,model_modal_score,model_modal_prob,penca_score,penca_expected_points,tail_7plus_or_other_prob
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,2-6,2,6,1.1205404133111193e-05,0.227540913595435,1.1205404133111193e-05,0.00039462875229092796,0.0755726799594846,0.10325920845804729,0.17497244421887098,0.2247822238385965,0.0,0.17789207007044827,0.48,43,46,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,3-0,3,0,0.11761585804607953,2.807810620817153,0.11761585804607953,0.14620104336985298,0.7208536533130696,2.667073128882795,3.0333349884301026,3.2264309884787696,0.0,0.6896285716023823,0.789057628975035,3,4,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,3-1,3,1,0.049573249193045184,2.757796768536168,0.049573249193045184,0.22325803050891177,0.7208536533130696,2.717246651607006,2.8093768012728266,2.9848889146519606,0.0,0.6268289763540505,0.9724382930106968,8,5,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,3-2,3,2,0.011734494230499515,2.678045279092639,0.011734494230499515,0.24014041823096569,0.7208536533130696,2.6840895372999607,2.4236710477909664,2.549264464755332,0.0,0.4485479177298776,0.8368987965725554,14,6,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,3-3,3,3,0.0023382273511023746,1.0248830156905362,0.0023382273511023746,0.20357366672744584,0.20357366672744584,0.8524682482759294,0.7948353012576109,0.870673631341021,0.0,0.27085117886932175,0.6551778679963085,23,25,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,3-4,3,4,0.00034175349824513344,0.34585555660129075,0.00034175349824513344,0.05905612811405076,0.0755726799594846,0.18425932229419076,0.2742184145482867,0.3287068322829039,0.0,0.1946014919093472,0.48,30,32,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,3-5,3,5,5.0528246066515994e-05,0.2540269997612938,5.0528246066515994e-05,0.013578687572320206,0.0755726799594846,0.1179586289447005,0.22127726451963736,0.27741982398388915,0.0,0.20050914094375627,0.48,38,38,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,3-6,3,6,7.837981660397245e-06,0.2316611035106709,7.837981660397245e-06,0.0024597748436179477,0.0755726799594846,0.10536376671021647,0.18322786327660529,0.234280814885053,0.0,0.18233197003017043,0.48,45,43,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,4-0,4,0,0.05722042498966491,2.472260703644075,0.05722042498966491,0.06901923436793567,0.7208536533130696,2.354012350300235,2.3009571037329795,2.4294039088344648,0.0,0.45873858964816244,0.6346509334261944,7,14,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,4-1,4,1,0.025481693068263526,2.531408125883705,0.025481693068263526,0.14620104336985298,0.7208536533130696,2.481441389749943,2.244894972321226,2.3605565462600544,0.0,0.41307704978152976,0.757611264998118,10,13,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,4-2,4,2,0.006546542811611298,2.6287166493918663,0.006546542811611298,0.22325803050891177,0.7208536533130696,2.633064330490687,2.3156872468915264,2.4156128814960898,0.0,0.35687726644486933,0.537638642646893,18,10,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,4-3,4,3,0.0011538394329491948,2.646303314699988,0.0011538394329491948,0.24014041823096569,0.7208536533130696,2.6640805117555595,2.275731649248116,2.3634722152885868,0.0,0.3133591644302528,0.48,25,7,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,4-4,4,4,0.0001986758899116507,1.0184643613069642,0.0001986758899116507,0.20357366672744584,0.20357366672744584,0.8491774178343661,0.76393918271748,0.8244487681509705,0.0,0.21610566226246608,0.48,33,26,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,4-5,4,5,2.7507579405287142e-05,0.3449128188447712,2.7507579405287142e-05,0.05905612811405076,0.0755726799594846,0.18416566940202042,0.26201906307632516,0.31386597682504547,0.0,0.18516754910257244,0.48,40,33,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,4-6,4,6,4.174684728179225e-06,0.2538879390772788,4.174684728179225e-06,0.013578687572320206,0.0755726799594846,0.11799076781568227,0.214011873610626,0.2684941978591081,0.0,0.19457972945886454,0.48,47,39,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,5-0,5,0,0.023581844631133147,2.2889846140584083,0.023581844631133147,0.027839060112899758,0.7208536533130696,2.197699949400569,1.9057189736001763,1.9937961151193584,0.0,0.3145612197113645,0.48,11,19,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,5-1,5,1,0.010655546565848398,2.3325660683726253,0.010655546565848398,0.06901923436793567,0.7208536533130696,2.272716739334687,1.9220004992261541,2.0047867939517086,0.0,0.29566533830555203,0.5408382148078523,15,17,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,5-2,5,2,0.0028714981097980375,2.4635775410083087,0.0028714981097980375,0.14620104336985298,0.7208536533130696,2.4412096817793145,2.0757668702360177,2.1590986057537758,0.0,0.2976133411348498,0.48,22,15,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,5-3,5,3,0.0005535884444909868,2.610737786290505,0.0005535884444909868,0.22325803050891177,0.7208536533130696,2.6219618335424437,2.2589262955381417,2.3487848028809513,0.0,0.32092324051003324,0.48,27,11,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,5-4,5,4,8.334726144759827e-05,2.643091838185483,8.334726144759827e-05,0.24014041823096569,0.7208536533130696,2.6620849158197784,2.2559841784526955,2.3408531750154626,0.0,0.3031035591527397,0.48,34,8,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,5-5,5,5,1.3812433526945819e-05,1.01790977093781,1.3812433526945819e-05,0.20357366672744584,0.20357366672744584,0.8488945203910624,0.7554781184834747,0.8143067947203708,0.0,0.21010241513177197,0.48,41,27,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,5-6,5,6,1.9490646451481042e-06,0.3448361433004908,1.9490646451481042e-06,0.05905612811405076,0.0755726799594846,0.18415820158750726,0.25733840762795,0.30812758963167586,0.0,0.18138993572759232,0.48,48,34,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,6-0,6,0,0.008469714569924609,2.207676126473274,0.008469714569924609,0.009853011412145538,0.7208536533130696,2.1338291032351044,1.7923847172790197,1.8728756734112517,0.0,0.2874677004722575,0.48,17,21,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,6-1,6,1,0.0038757086308694477,2.229866206057617,0.0038757086308694477,0.027839060112899758,0.7208536533130696,2.167980622612044,1.787921386553754,1.859966010307749,0.0,0.25730222769283984,0.48,19,20,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,6-2,6,2,0.0010643634646362284,2.3037925190689887,0.0010643634646362284,0.06901923436793567,0.7208536533130696,2.257794856534256,1.8584860338700098,1.9313472905326818,0.0,0.2602187737952574,0.48,26,18,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,6-3,6,3,0.00021788565234910525,2.455616703635962,0.00021788565234910525,0.14620104336985298,0.7208536533130696,2.436685961307873,2.049676847269085,2.1297331771480903,0.0,0.28591546385359073,0.48,32,16,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,6-4,6,4,3.626591309662601e-05,2.6091858186963224,3.626591309662601e-05,0.22325803050891177,0.7208536533130696,2.6210117870306653,2.2471068921162973,2.335178995873393,0.0,0.3145432277039134,0.48,39,12,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,6-5,6,5,5.1460374238724036e-06,2.642857234513412,5.1460374238724036e-06,0.24014041823096569,0.7208536533130696,2.6619393500127333,2.2495195774276513,2.333314402182958,0.0,0.2992672312689535,0.48,46,9,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,6-6,6,6,8.849343798455269e-07,1.0178709884403687,8.849343798455269e-07,0.20357366672744584,0.20357366672744584,0.848874746025414,0.7522159208473207,0.8103702408073371,0.0,0.20769399985720136,0.48,49,28,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M77,Dieciseisavos de final,Dieciseisavos 5: France vs Scotland,France,Scotland,7+ / otro,,,0.006413281726235787,,,,,,,,,,,,,False,False,2-0,0.16654614966601194,1-0,3.113566313164749,0.006413281726235787
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,0-0,0,0,0.127110606762643,1.9947962461377915,0.127110606762643,0.3226928851699725,0.3226928851699725,1.7599934902715721,2.2330147607884676,2.4140168614915765,0.0,0.6464360739396737,0.9604268277209288,2,2,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,0-1,0,1,0.09938525320421296,1.6793689435014323,0.09938525320421296,0.18917617632536007,0.33428694374602447,1.416038294203841,1.9448033204821882,2.125699365757923,0.0,0.6460573045561956,0.9649615710042507,4,5,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,0-2,0,2,0.06280137625314335,1.383392345689825,0.06280137625314335,0.09606369284616076,0.33428694374602447,1.1284661125023727,1.4709594823422172,1.619899976364211,0.0,0.5319303357928348,0.7303404565704481,8,19,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,0-3,0,3,0.025930349675609404,1.1521931258278015,0.025930349675609404,0.035770622781450025,0.33428694374602447,0.9355742776914794,1.0014770175736682,1.0972351600509307,0.0,0.34199336599022256,0.5562258757295437,12,31,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,0-4,0,4,0.007542695728274264,1.045483226879659,0.007542695728274264,0.009997154228381447,0.33428694374602447,0.8589659661844565,0.7922965411986198,0.8607530671562815,0.0,0.24448759270593476,0.48,18,41,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,0-5,0,5,0.001964059856637331,1.01380346964537,0.001964059856637331,0.0025252294186922488,0.33428694374602447,0.8384355598528477,0.6855807004431467,0.7408715419550601,0.0,0.19746729111397657,0.48,28,47,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,0-6,0,6,0.0004645531474099538,1.0054272525599457,0.0004645531474099538,0.0005863809398212087,0.33428694374602447,0.8332524296359008,0.661312916897224,0.71299757468475,0.0,0.18458806352687834,0.48,37,49,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,1-0,1,0,0.10248602005584909,1.7260028595429606,0.10248602005584909,0.19474214306170207,0.34302017108400307,1.4643853913916638,2.0520426787971098,2.2454751149363883,0.0,0.6908301290688524,0.964642396851938,3,4,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,1-1,1,1,0.14604876804507272,2.0516107299850805,0.14604876804507272,0.3226928851699725,0.3226928851699725,1.8017937316398112,2.5890562056320703,2.8198548289970766,0.0,0.8242807977321653,0.959329295375969,1,1,True,True,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,1-2,1,2,0.07080590293218689,1.5936308926853542,0.07080590293218689,0.18917617632536007,0.33428694374602447,1.3593678302219274,1.792672119443725,1.9715315835269354,0.0,0.6387838002971804,0.9670863946032394,6,11,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,1-3,1,3,0.027422541454453987,1.277255841293757,0.027422541454453987,0.09606369284616076,0.33428694374602447,1.0688064916329933,1.2536158543542832,1.3838122770494192,0.0,0.46498722391120006,0.973737889576785,11,23,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,1-4,1,4,0.008345901292688196,1.099439780679038,0.008345901292688196,0.035770622781450025,0.33428694374602447,0.9124103484766467,0.8625381507196764,0.9343891180861812,0.0,0.2566105977375168,0.6222276483800381,17,35,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,1-5,1,5,0.002118736564689518,1.0292113493889048,0.002118736564689518,0.009997154228381447,0.33428694374602447,0.8532903981080519,0.7684836884777567,0.8264603915798283,0.0,0.20705965393596995,0.5243584896745327,26,45,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,1-6,1,6,0.0004891325383447928,1.0093786876904922,0.0004891325383447928,0.0025252294186922488,0.33428694374602447,0.837046528275045,0.7331108572416312,0.784520672513709,0.0,0.18360648311456387,0.48,35,48,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,2-0,2,0,0.06489820078874874,1.4222520280698152,0.06489820078874874,0.09924845622577985,0.34302017108400307,1.1676740830138992,1.565520730115119,1.7270118871187294,0.0,0.5767541321557514,0.7300433547379414,7,15,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,2-1,2,1,0.07272887334872656,1.636731419421593,0.07272887334872656,0.19474214306170207,0.34302017108400307,1.404842102914459,1.8767864279012547,2.0647475425250366,0.0,0.6712896950849351,0.9668155073522422,5,6,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,2-2,2,2,0.041577184908130276,1.7381959805742535,0.041577184908130276,0.3226928851699725,0.3226928851699725,1.5799669269191337,1.8527489382342264,2.0164624836859724,0.0,0.584691233756236,0.9660243205726174,9,3,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,2-3,2,3,0.016531417528833758,1.4308074364752947,0.016531417528833758,0.18917617632536007,0.33428694374602447,1.2593666942207602,1.2392658109780976,1.3374931831858268,0.0,0.3508120435990329,0.7355174731217866,15,13,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,2-4,2,4,0.005187604229275623,1.2105510296182218,0.005187604229275623,0.09606369284616076,0.33428694374602447,1.0352500512452898,0.9414099305054658,1.0060876005024992,0.0,0.2309916785608332,0.5199998197823891,22,27,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,2-5,2,5,0.0013431276966463924,1.0784314598909126,0.0013431276966463924,0.035770622781450025,0.33428694374602447,0.9041343908191452,0.7969000944022662,0.851144848092917,0.0,0.19373126318089579,0.48,30,36,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,2-6,2,6,0.0003038233953129013,1.023766609880775,0.0003038233953129013,0.009997154228381447,0.33428694374602447,0.8514939460994077,0.7369514890189655,0.7875623865785508,0.0,0.18075320556994778,0.48,39,46,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,3-0,3,0,0.025265815808673354,1.1760170051954018,0.025265815808673354,0.03557952225868624,0.34302017108400307,0.9617388380709496,0.9871564640480642,1.0818003063604567,0.0,0.3380137225442587,0.5562471582253997,13,30,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,3-1,3,1,0.028254738752199297,1.3123216419601667,0.028254738752199297,0.09924845622577985,0.34302017108400307,1.1050883642580676,1.2462196667408443,1.3745987812801825,0.0,0.4584968376404937,0.9735042222345653,10,22,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,3-2,3,2,0.016976329167726154,1.4694737868785919,0.016976329167726154,0.19474214306170207,0.34302017108400307,1.3010777747273023,1.23057917744066,1.3288087285803734,0.0,0.3508198254989764,0.8152956344195432,14,12,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,3-3,3,3,0.007116927443767095,1.634815208181164,0.007116927443767095,0.3226928851699725,0.3226928851699725,1.512676267246468,1.3641238134119382,1.4500715778738793,0.0,0.30695630164978915,0.6325012903566274,20,7,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,3-4,3,4,0.0022302322194413925,1.3879038805471178,0.0022302322194413925,0.18917617632536007,0.33428694374602447,1.2351798824288116,1.0428793788922943,1.100917533746297,0.0,0.20727912447858102,0.48,25,18,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,3-5,3,5,0.0005981078124385883,1.1967825403677106,0.0005981078124385883,0.09606369284616076,0.33428694374602447,1.0288087823193306,0.8600657163399934,0.9131396959879481,0.0,0.18954992731412398,0.48,33,28,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,3-6,3,6,0.00013934943518757113,1.0748201251065361,0.00013934943518757113,0.035770622781450025,0.33428694374602447,0.9027750577411766,0.7516604736601792,0.8022692923069579,0.0,0.18074578088135262,0.48,43,37,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,4-0,4,0,0.007484900034549667,1.0717031153887921,0.007484900034549667,0.010093951016566965,0.34302017108400307,0.8861314588321262,0.7609679651845609,0.824574452664321,0.0,0.22716602671342864,0.48,19,38,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,4-1,4,1,0.008731050314626069,1.12641270871326,0.008731050314626069,0.03557952225868624,0.34302017108400307,0.9397648899807726,0.8301237128540756,0.8967965576201227,0.0,0.23811730273588258,0.6221057241842298,16,32,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,4-2,4,2,0.005407599438611845,1.2437802240194045,0.005407599438611845,0.09924845622577985,0.34302017108400307,1.0700932809587989,0.9121053653538744,0.9709773413067133,0.0,0.21025705697442465,0.5197952433285951,21,24,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,4-3,4,3,0.0023188023097220453,1.4255012063045795,0.0023188023097220453,0.19474214306170207,0.34302017108400307,1.2759973484464042,1.0858393742834898,1.1463877223490904,0.0,0.21624410023428792,0.48,23,14,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,4-4,4,4,0.0007726069621502039,1.6157822467363132,0.0007726069621502039,0.3226928851699725,0.3226928851699725,1.5007137218540114,1.3119980257237374,1.382578101931519,0.0,0.25207170074207785,0.48,31,8,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,4-5,4,5,0.000207222150519083,1.3818348503403506,0.000207222150519083,0.18917617632536007,0.33428694374602447,1.2318488995747485,1.0347032189040486,1.0921553572240223,0.0,0.20518620828562015,0.48,41,20,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,4-6,4,6,5.033808052223752e-05,1.1951392311719617,5.033808052223752e-05,0.09606369284616076,0.33428694374602447,1.0280525696781206,0.8584841323827738,0.9114679876326868,0.0,0.18922805446397492,0.48,46,29,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,5-0,5,0,0.00197397718982017,1.0401375754606779,0.00197397718982017,0.002577565319604063,0.34302017108400307,0.8653953752100983,0.6578523287834708,0.7088489531258758,0.0,0.18213080122287517,0.48,27,42,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,5-1,5,1,0.0022486594685047208,1.0559943936906573,0.0022486594685047208,0.010093951016566965,0.34302017108400307,0.8805452459137278,0.740721114637209,0.7943722218151107,0.0,0.1916110970639345,0.5242284267299201,24,39,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,5-2,5,2,0.00142089953736885,1.1044822563814884,0.00142089953736885,0.03557952225868624,0.34302017108400307,0.930994396707293,0.7754129341072458,0.8264699490511619,0.0,0.18234648194255762,0.48,29,33,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,5-3,5,3,0.0006309644048065803,1.2294503189179886,0.0006309644048065803,0.09924845622577985,0.34302017108400307,1.0632788917990186,0.8866830065550634,0.9401376334831919,0.0,0.1909093818861731,0.48,32,25,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,5-4,5,4,0.00021535076146834989,1.4191908516598184,0.00021535076146834989,0.19474214306170207,0.34302017108400307,1.2724914808352785,1.0682197611358273,1.1263595720338622,0.0,0.20764218177869562,0.48,40,16,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,5-5,5,5,6.232807564423261e-05,1.6136514100767954,6.232807564423261e-05,0.3226928851699725,0.3226928851699725,1.4993835842445444,1.3011564300787024,1.3700056054828487,0.0,0.24588991215766512,0.48,44,9,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,5-6,5,6,1.5127123255182022e-05,1.381258565258559,1.5127123255182022e-05,0.18917617632536007,0.33428694374602447,1.2315338412154817,1.033927196383435,1.0913236947822558,0.0,0.20498749428150223,0.48,48,21,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,6-0,6,0,0.0004718743992631789,1.031684453484702,0.0004718743992631789,0.0006041585174517019,0.34302017108400307,0.8600864210209082,0.6463195594644234,0.6963913272815293,0.0,0.17882774220394956,0.48,36,44,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
M78,Dieciseisavos de final,Dieciseisavos 6: Ecuador vs Norway,Ecuador,Norway,6-1,6,1,0.0005254152227355987,1.035791889559424,0.0005254152227355987,0.002577565319604063,0.34302017108400307,0.863998214463464,0.7184484478419874,0.7683370124411567,0.0,0.1781734449970333,0.48,34,43,False,False,1-1,0.14604876804507272,1-1,2.0516107299850805,0.0008474080921697658
